,categories,location,name,rating,review_count,snippet_text,yelp_id
98,"[Category(name='Lounges', alias='lounges'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.714444, -73.998162)",Apothéke,4.0,1121,"This place is like stepping back in time...

Great signature cocktails, frothy, strong, and delicious. My favorite part was that it is located off a tiny...",apothéke-new-york-2
99,"[Category(name='Dance Clubs', alias='danceclubs'), Category(name='Gastropubs', alias='gastropubs'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7496015, -73.9829744)",5th & Mad,4.0,66,"What a wonderful bar. Super gigantic, huge, two floors with really big comfy chairs. My god what comfy chairs.  It has this dark interior but it's a very...",5th-and-mad-new-york-2
100,"[Category(name='Lounges', alias='lounges'), Category(name='Tapas/Small Plates', alias='tapasmallplates'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7528813879886, -73.9810645580292)",The Bar Downstairs,4.0,231,"The Bar Downstairs is really, really good. I mean REALLY good. Great.

We had a life-changing food experience here.

It took about 45 minutes to get a...",the-bar-downstairs-new-york
101,"[Category(name='Gastropubs', alias='gastropubs'), Category(name='Pubs', alias='pubs')]","(40.772274, -73.955245)",The Confession Box,4.0,17,Great new cozy addition to the neighborhood -  nice comfortable feeling bar/ restaurant with outside seating and a warm ambiance and charm great for...,the-confession-box-new-york
102,"[Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7295104447158, -74.0006693438721)",The Up & Up,4.0,124,We've been going to up and up since it basically opened. It is sort of the best. The menu rotates depending on what the bartenders are working on /...,the-up-and-up-new-york-2
103,"[Category(name='Japanese', alias='japanese'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.72985, -73.989168)",Angel's Share,4.5,1602,Cool & classy speak easy place. The fact that it is a bit hidden makes it less packed than most of east village bars. I have been there twice during busy...,angels-share-new-york
104,"[Category(name='Lounges', alias='lounges'), Category(name='Jazz & Blues', alias='jazzandblues'), Category(name='American (Traditional)', alias='tradamerican')]","(40.7446212768555, -73.9904174804688)",Flatiron Room,4.5,473,"I loved the ambiance as soon as I walked in. We had the bone Marrow and the octopus as appetizers, both were excellent (and decent size).
For mains, we had...",flatiron-room-new-york
105,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Event Planning & Services', alias='eventservices')]","(40.7541886, -73.9887429)",The Skylark,4.0,239,"Gorgeous. 

Tips: 
- Lounge only open Monday-Friday beginning at 4:30pm. 
- DJs begin at 6pm on Thur & Friday. 
- Sat/Sun private events only. 

I was on a...",the-skylark-new-york
106,"[Category(name='Beer, Wine & Spirits', alias='beer_and_wine'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7326393127441, -73.9863739013672)",The Belfry,4.0,328,"I love the rustic hipster vibe that comes with this bar. However with that in mind, it was be extremely busy when it is later in the night, BUT I love the...",the-belfry-new-york
107,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican'), Category(name='Venues & Event Spaces', alias='venues')]","(40.7502555847168, -73.9854583740234)",Trademark Taste & Grind,5.0,65,"Really like this place from start to finish. The bar/ eatery is in the inner part of the building (the front is an open space that sells dessert and coffee,...",trademark-taste-and-grind-new-york
108,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='American (New)', alias='newamerican'), Category(name='Beer Bar', alias='beerbar')]","(40.759601, -73.9654)",Bottle and Bine,4.5,54,Amazing through and through. Very friendly staff and bartenders. I highly recommend coming here early or late afternoon. Amazing wine and cocktails. My...,bottle-and-bine-new-york
109,"[Category(name='American (New)', alias='newamerican'), Category(name='Bars', alias='bars'), Category(name='Venues & Event Spaces', alias='venues')]","(40.7526021925429, -73.9850091145378)",Parker & Quinn,4.0,577,"We stumbled across Parker & Quinn on a late weeknight. Luckily it was open late, unlike (surprisingly) some other options in the area. Leather booths, gray...",parker-and-quinn-new-york
110,"[Category(name='American (New)', alias='newamerican'), Category(name='Asian Fusion', alias='asianfusion'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.71927, -73.98509)",The Whales,4.5,28,"Omg the chicken wings....I want to eat them everyday until I OD on them.

The Whales is a great new addition to an already amazing block of restaurants....",the-whales-new-york-2
111,"[Category(name='Dive Bars', alias='divebars'), Category(name='Sports Bars', alias='sportsbars')]","(40.7433518, -73.9773145)",Albion,4.0,60,Cozy outdoor patio area in the back and lots of lounge room inside. The happy hour is awesome: lasts till 8 everyday and they have 30 or so beers at $4...,albion-new-york-2
112,"[Category(name='Dive Bars', alias='divebars'), Category(name='Hot Dogs', alias='hotdog')]","(40.7600402832031, -73.9918212890625)",Rudy's Bar & Grill,4.0,872,"My son and I spent pretty much every evening for a week at this place back in April when I took him to NYC for his first trip there as a ""college graduation...",rudys-bar-and-grill-new-york
113,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='American (New)', alias='newamerican'), Category(name='American (Traditional)', alias='tradamerican')]","(40.73889, -73.9897)",The Cellar,4.0,458,"Saturday happy hour? Please and thank you.

We had a group come in around 6 without a reservation, but the helpful waitstaff at The Cellar gave us free...",the-cellar-new-york
114,"[Category(name='Pubs', alias='pubs'), Category(name='American (New)', alias='newamerican')]","(40.747236, -73.984278)",Rattle N Hum East,4.0,593,I think this place is kind of cool. It looks a little dumpy from the outside. Slim walkway in front because the bar is there and you must walk by it to get...,rattle-n-hum-east-new-york
115,"[Category(name='Dive Bars', alias='divebars')]","(40.7226142883301, -73.9863433837891)",The Library,4.0,329,"I mean... Definitely up there on my list of most loved dive of all dive bars.  This place is awesome for the following reasons:
Brilliantly colorful...",the-library-new-york
116,"[Category(name='Bars', alias='bars')]","(40.7245941162109, -73.9947814941406)",Botanica Bar,4.0,283,"Cheap drinks, bar none. Puns aside...

Electric ice tea was priced at $6 at this cash-only spot. Come a bit early, though, if you want to nab seats. You'll...",botanica-bar-new-york
117,"[Category(name='American (New)', alias='newamerican'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.74545, -73.97896)",Cask Bar & Kitchen,4.0,1020,Definitely my go-to place in NYC for great food & drinks at an affordable price. The ambiance is great for almost anything whether it's a date or a group...,cask-bar-and-kitchen-new-york
118,"[Category(name='Bars', alias='bars'), Category(name='Burgers', alias='burgers'), Category(name='Scottish', alias='scottish')]","(40.7974694238152, -73.9486292632338)",Maxwells Central Park,4.0,41,"MONDAY NIGHTS - two 1.5 lbs lobsters served with corn on the cob & cole slaw, $45! 

YELP says that my reviews could be longer but sometimes short reviews...",maxwells-central-park-new-york
119,"[Category(name='Pubs', alias='pubs'), Category(name='American (New)', alias='newamerican'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]","(40.78284, -73.951337)",Third Avenue Ale House,4.0,222,We came here for lunch on a hot Saturday knowing the AC would be pumping. We also needed a baby friendly location and I knew the Ale House was a sure bet....,third-avenue-ale-house-new-york
120,"[Category(name='American (New)', alias='newamerican'), Category(name='Wine Bars', alias='wine_bars'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.755588, -73.978546)",Vitae,4.5,614,"Amazing. 

I went here for my birthday dinner and so many things were wonderful and surprising! 

From the beginning, I felt that the staff was extremely...",vitae-new-york
121,"[Category(name='Pizza', alias='pizza'), Category(name='Wine Bars', alias='wine_bars'), Category(name='Burgers', alias='burgers')]","(40.7613615, -73.990708)",The Catalina,4.5,119,"Great service! 

NOTE FOR YELP ORDERS: The order-notification system through Yelp isn't quite, ""prime time"" yet. It would be a good idea to call to confirm...",the-catalina-new-york
122,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Seafood', alias='seafood')]","(40.7292568744149, -73.9911032549086)",Bergen Hill,4.5,169,I had one of the best meals of my life here. We tried almost everything on the menu and in the moment it was hard to choose a favorite but in retrospect the...,bergen-hill-new-york-3
123,"[Category(name='Cuban', alias='cuban'), Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Tapas Bars', alias='tapas')]","(40.7635084288027, -73.9924817304201)",Havana Social,4.0,327,[At a nearby bar] I went out after work to celebrate a going away party for one of my coworkers. We went to a nice rooftop bar and I asked if we could cut a...,havana-social-new-york-2
124,"[Category(name='Bars', alias='bars')]","(40.7743790493761, -73.9633083343506)",Bemelmans Bar,4.0,210,"The bartenders here, I would really like to call them cocktail masters. What a big difference their expertise make! Yes, $20-$25 per cocktail is pricey. But...",bemelmans-bar-new-york
125,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Lounges', alias='lounges')]","(40.730384, -74.006554)",Lelabar,4.0,290,"The only downside is they keep the place at 100 degrees for girls.
Bar that one of the best wine bars I've ever been to. Bartenders are friendly and...",lelabar-new-york
126,"[Category(name='Pubs', alias='pubs'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]","(40.745296, -73.978073)",The Flying Cock Pub,4.5,54,"Great brunch spot!
I got the steak arugula salad - it came with a decent amount of steak- I got medium rare (cooked perfectly!!!). The steak (sliced up) was...",the-flying-cock-pub-new-york-3
127,"[Category(name='Gastropubs', alias='gastropubs'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Sports Bars', alias='sportsbars')]","(40.76509, -73.988182)",Brickyard Gastropub,4.0,522,"Excellent food, good value and great atmosphere. 

Strongly recommend the maki maki, it comes with an amazing side of delicious spicy potato. Would...",brickyard-gastropub-new-york
128,"[Category(name='Bars', alias='bars'), Category(name='Party & Event Planning', alias='eventplanning')]","(40.762905, -73.984268)",Howl At the Moon,4.0,77,"I'll admit, when I first got invited to a happy hour that a friend had won here, I was more than a little skeptical.  I'd heard vague grumblings about the...",howl-at-the-moon-new-york
129,"[Category(name='Wine Bars', alias='wine_bars')]","(40.8016099, -73.96164)",Manhattan Brew & Vine,4.0,28,"Fell in love with this little wine bar in Manhattan Valley! It had a really cozy, lounge-like set up with a bar, tables with cushioned chairs, and...",manhattan-brew-and-vine-new-york-3
130,"[Category(name='Dive Bars', alias='divebars'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Sports Bars', alias='sportsbars')]","(40.793975, -73.970809)",Dive Bar,3.5,314,"With great comfort food and drinks, this dive bar is better with company. 

The food options are great, servings are more than enough, and they have a lot...",dive-bar-new-york-2
131,"[Category(name='Lounges', alias='lounges'), Category(name='Pubs', alias='pubs')]","(40.735622, -74.000244)",Greenwich Treehouse,4.0,233,"Greenwich Treehouse was the first bar I ever went to in New York, a few years before I moved here and made it my regular weekday haunt. This is definitely...",greenwich-treehouse-new-york
132,"[Category(name='Dive Bars', alias='divebars'), Category(name='Breweries', alias='breweries')]","(40.7288398742676, -73.9896469116211)",McSorley's Old Ale House,4.0,1430,"NEVER JUDGE A BOOK BY ITS COVER: 

Prior to the destination before this.. From an outsider looking in. I would not ever stop into a place like this. It just...",mcsorleys-old-ale-house-new-york
133,"[Category(name='American (New)', alias='newamerican'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.77015, -73.95496)",Seamstress,4.0,149,"It just says ""Bar"" outside, and a door first leads into a tiny leather luggage store....and then you enter the bar...which is actually quite large inside...",seamstress-new-york
